,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
661,徐汇,435,152.2万,15006元,内中环,薛家宅小区(徐汇康健)地图,sh4793645举报假一赔百细则,2室1厅1卫,有(一梯四户),55.61平,暂无数据,中区/7层,简装,南,1996-09-01,满五,折现,住宅 - 公寓,82657元/平,1994~1996年,住宅 - 公寓,26栋,522户,徐房物业,上海徐房集团有限公司,6套在售二手房3套在租房源,
662,青浦,240,84万,8279元,外环外,怡田小区(青浦夏阳)地图,sh4793279举报假一赔百细则,2室2厅1卫,暂无数据,68.7平,暂无数据,中区/6层,简装,暂无数据,暂无数据,满五,置换,住宅 - 公寓,33469元/平,1990~1998年,住宅 - 公寓,35栋,1006户,青房物业,青浦房地产开发有限公司,21套在售二手房8套在租房源,
663,宝山,450,157.5万,15524元,中外环,祥泰苑(宝山大场镇)地图,sh4793184举报假一赔百细则,3室2厅2卫,暂无数据,115.58平,暂无数据,高区/6层,精装,南北,2007-09-01,满五,折现,住宅 - 公寓,2008年,住宅 - 公寓,67栋,732户,现代智能物业管理(上海)有限公司、上海经纬物业管理有限公司、上海普陀物业有限公司,普陀建筑、经纬置地有限公司,3套在售二手房2套在租房源,,
664,普陀,230,80.5万,7934元,内环内,龚家宅(普陀甘泉宜川)地图,sh4792888举报假一赔百细则,1室0厅1卫,暂无数据,38.0平,暂无数据,低区/6层,简装,南,暂无数据,满五,暂无数据,住宅 - 公寓,62841元/平,1989~1995年,住宅 - 公寓,48栋,1259户,上海达苑物业管理有限公司,上海达苑,9套在售二手房6套在租房源,
665,闵行,490,171.5万,16904元,中外环,南方城(闵行古美)地图,sh4792619举报假一赔百细则,1室1厅1卫,有(一梯三户),57.92平,暂无数据,高区/14层,毛坯,南,2005-08-21,满五,其它,住宅 - 公寓,住宅 - 公寓,38栋,952户,上海东湖物业管理有限公司、东湖物业,上海金球房地产开发经营有限公司,9套在售二手房11套在租房源,,,
666,黄浦,320,112万,11039元,内环内,先棉祠街小区(黄浦豫园)地图,sh4792373举报假一赔百细则,1室0厅1卫,暂无数据,33.26平,暂无数据,中区/5层,精装,东,暂无数据,满五,置换,住宅 - 公寓,91518元/平,1987年,住宅 - 公寓、住宅 - 新里,6栋,156户,上海禾和物业管理有限公司、万达物业管理有限公司、万达物业,上海东方国际广场发展公司、先棉祠街65号小区投资有限公司、天津投资有限公司,4套在售二手房1套在租房源,
667,浦东,450,157.5万,15524元,内环内,巨东小区(浦东洋泾)地图,sh4792315举报假一赔百细则,1室1厅1卫,暂无数据,47.2平,暂无数据,中区/6层,暂无数据,西南,2011-02-14,满五,折现,住宅 - 公寓,90085元/平,1994年,住宅 - 公寓,68栋,1040户,浦房物业服务中心有限公司、上海申城物业有限公司,上海建工房产有限公司,22套在售二手房14套在租房源,
668,普陀,880,308万,30358元,内环内,苏堤春晓名苑(普陀长寿路)地图,sh4792073举报假一赔百细则,2室2厅1卫,有(二梯四户),97.12平,暂无数据,中区/20层,精装,南,2009-12-16,满五,折现,住宅 - 公寓,86197元/平,2005~2006年,住宅 - 公寓,22栋,1270户,上海威斯特物业经营有限公司,上海农口万盟房地产有限责任公司,10套在售二手房15套在租房源,
669,杨浦,215,75.2万,7417元,内中环,翔殷路491弄(杨浦黄兴公园)地图,sh4791823举报假一赔百细则,1室0厅1卫,暂无数据,38.45平,暂无数据,高区/6层,精装,南,暂无数据,满五,折现,住宅 - 公寓,住宅 - 公寓、住宅 - 新里,66栋,1231户,上海通力物业管理有限公司、通力物业,老上海五角场房产开发公司,15套在售二手房7套在租房源,,,
670,普陀,316,110.6万,10901元,内中环,长风四村(普陀长风)地图,sh4791805举报假一赔百细则,2室1厅1卫,暂无数据,51.0平,暂无数据,高区/6层,简装,南北,暂无数据,满五,折现,住宅 - 公寓,64037元/平,1983~1993年,住宅 - 公寓、住宅 - 新里,87栋,1911户,上海达苑物业管理有限公司、上海长风物业有限公司,上海长风物业有限公司,17套在售二手房3套在租房源,
671,闸北,670,234.5万,23113元,内环内,东新大楼(闸北西藏北路)地图,sh4791319举报假一赔百细则,2室2厅1卫,有(二梯九户),97.33平,暂无数据,低区/22层,精装,南,1998-07-18,满五,其它,住宅 - 公寓,68588元/平,1999年,住宅 - 公寓,1栋,169户,上海强生房地产开发经营公司、上海强生物业公司,上海强生房产有限公司、上海强生房地产开发经营公司,2套在售二手房1套在租房源,
672,松江,285,99.8万,9832元,外环外,民乐四村(松江松江老城)地图,sh4791040举报假一赔百细则,2室1厅1卫,暂无数据,76.69平,暂无数据,中区/6层,简装,南北,暂无数据,满五,其它,住宅 - 公寓,35936元/平,1979~2000年,住宅 - 公寓,69栋,564户,上海松茂物业管理有限公司,上海银嵘房地产开发有限公司,9套在售二手房2套在租房源,
673,浦东,140,49万,4830元,中外环,丽江锦庭(浦东金桥)地图,sh4790340举报假一赔百细则,1室1厅1卫,暂无数据,51.73平,暂无数据,中区/16层,暂无数据,暂无数据,暂无数据,满五,置换,住宅 - 公寓,44513元/平,暂无信息,住宅 - 公寓、商业类,2栋,244户,上海必成置业有限公司,上海必成置业有限公司,10套在售二手房3套在租房源,
674,浦东,325,113.7万,11212元,内中环,三林世博家园(浦东三林)地图,sh4789961举报假一赔百细则,1室1厅1卫,有(一梯四户),61.09平,暂无数据,低区/11层,毛坯,南,暂无数据,满五,折现,住宅 - 公寓,52470元/平,2006年,住宅 - 公寓,275栋,4125户,上海中房物业管理有限公司、世博物业管理公司,上海市浦东新区房地产(集团)有限公司、上海浦东开发公司、中房地产,34套在售二手房1套在租房源,
675,松江,198,69.3万,6830元,外环外,人乐二村(松江松江老城)地图,sh4789939举报假一赔百细则,2室1厅1卫,暂无数据,52.0平,暂无数据,中区/4层,暂无数据,暂无数据,暂无数据,满五,暂无数据,住宅 - 公寓,37907元/平,1981~2000年,住宅 - 公寓,58栋,537户,永开置业,人龙房地产开发有限公司,7套在售二手房0套在租房源,
676,长宁,445,155.8万,15351元,内中环,宁定大楼(长宁中山公园)地图,sh4789905举报假一赔百细则,2室0厅1卫,有(二梯十户),57.47平,暂无数据,低区/15层,精装,西北,2008-06-02,满五,折现,住宅 - 公寓,住宅 - 公寓,1栋,152户,上海新长宁集团新程物业有限公司,上海新长宁集团有限公司、长宁集团,3套在售二手房2套在租房源,,,
677,虹口,1250,437.5万,43122元,内环内,世博花园(虹口鲁迅公园)地图,sh4789819举报假一赔百细则,3室2厅2卫,有(二梯四户),137.34平,暂无数据,低区/23层,豪装,南,2011-01-24,满五,折现,住宅 - 公寓,90751元/平,2004~2010年,住宅 - 公寓,19栋,1044户,上海汇枫物业发展有限公司,上海广伟置业有限公司,22套在售二手房3套在租房源,
678,浦东,1000,350万,34497元,内环内,新城海上名园(浦东洋泾)地图,sh4789440举报假一赔百细则,2室2厅1卫,有(一梯三户),102.22平,暂无数据,中区/14层,精装,南北,暂无数据,满五,暂无数据,住宅 - 公寓,95170元/平,2007年,住宅 - 公寓,14栋,389户,上海新城物业有限公司、新城物业,上海中星（集团）有限公司、中星集团,2套在售二手房3套在租房源,
679,徐汇,1430,500.5万,49331元,内环内,兆丰帝景苑(徐汇徐家汇)地图,sh4789073举报假一赔百细则,3室2厅2卫,有(二梯五户),158.09平,暂无数据,中区/25层,精装,南北,暂无数据,满五,折现,住宅 - 公寓,98111元/平,2004年,住宅 - 公寓,6栋,448户,上海海佳物业管理中心,上海荣福房地产发展有限公司,10套在售二手房10套在租房源,
680,宝山,560,196万,19318元,中外环,鎏园(宝山淞南)地图,sh4788977举报假一赔百细则,2室2厅1卫,有(一梯二户),95.95平,暂无数据,中区/12层,精装,南北,暂无数据,满五,折现,住宅 - 公寓,51873元/平,2008年,住宅 - 公寓,23栋,506户,上海新城物业有限公司、新城物业、新城物业,上海鎏宇房产有限公司,9套在售二手房4套在租房源,
681,静安,560,196万,19318元,内环内,金家巷小区(静安曹家渡)地图,sh4788908举报假一赔百细则,2室0厅1卫,暂无数据,45.97平,暂无数据,中区/6层,中装,南,2009-09-30,满五,折现,住宅 - 公寓,115519元/平,1987年,住宅 - 公寓、住宅 - 新里,6栋,135户,上海宝翔物业有限公司,无开发商,4套在售二手房1套在租房源,
682,宝山,320,112万,11039元,内中环,嘉华苑（宝山）(宝山大华)地图,sh4788756举报假一赔百细则,1室1厅1卫,暂无数据,46.94平,暂无数据,低区/6层,精装,南,暂无数据,满五,置换,住宅 - 公寓,59212元/平,1997~2002年,住宅 - 公寓,97栋,1285户,大华集团上海物业管理有限公司、上海平江物业有限公司,大华（集团）有限公司,17套在售二手房8套在租房源,
683,宝山,160,56万,5520元,中外环,呼玛二村(宝山张庙)地图,sh4788730举报假一赔百细则,1室1厅1卫,暂无数据,42.49平,暂无数据,高区/6层,简装,南,1990-11-08,满五,折现,住宅 - 公寓,46051元/平,1988~1995年,住宅 - 公寓,279栋,3879户,景春物业、上海宝山新寓物业管理有限公司、新寓物业,上海通河工贸开发有限公司、通河集团,33套在售二手房10套在租房源,
684,浦东,740,259万,25528元,内中环,爵仕悦(浦东世博)地图,sh4788683举报假一赔百细则,2室2厅1卫,有(一梯四户),91.0平,暂无数据,中区/18层,暂无数据,暂无数据,2007-01-01,满五,置换,住宅 - 公寓,住宅 - 公寓,11栋,371户,上海锦之嘉酒店管理有限公司、酒店物业,上海恒大房产股份有限公司、恒大集团,5套在售二手房1套在租房源,,,
685,浦东,800,280万,27598元,中外环,地杰国际城（E欧泊时光）(浦东御桥)地图,sh4788665举报假一赔百细则,4室2厅1卫,有(二梯三户),99.04平,暂无数据,高区/18层,毛坯,南,2008-07-08,满五,置换,住宅 - 公寓,2007年,住宅 - 公寓,20栋,1392户,上实物业,上海地杰置业有限公司,14套在售二手房16套在租房源,,
686,宝山,270,94.5万,9314元,中外环,宝林春天苑(宝山淞宝)地图,sh4788654举报假一赔百细则,2室1厅1卫,暂无数据,63.29平,暂无数据,高区/6层,简装,南,暂无数据,满五,暂无数据,住宅 - 公寓,49943元/平,1990~2006年,住宅 - 公寓,22栋,341户,上海宝房物业服务公司,上海宝林房地产开发有限公司,5套在售二手房0套在租房源,
687,闵行,360,126万,12419元,中外环,静安新城（三区）(闵行静安新城)地图,sh4788494举报假一赔百细则,2室1厅1卫,暂无数据,70.44平,暂无数据,高区/6层,简装,南,2000-11-04,满五,折现,住宅 - 公寓,54827元/平,1987~1997年,住宅 - 公寓,71栋,926户,上海静安新城物业有限公司,上海静安新城置业有限公司、静安置业,7套在售二手房7套在租房源,
688,长宁,260,91万,8969元,内环内,新顺小区(长宁新华路)地图,sh4788304举报假一赔百细则,1室1厅1卫,暂无数据,35.11平,暂无数据,低区/6层,简装,南,暂无数据,满五,置换,住宅 - 公寓,75323元/平,1983~1988年,住宅 - 公寓、商业类、住宅 - 新里,48栋,1001户,新华物业、新华物业,长宁集团,18套在售二手房4套在租房源,
689,长宁,328,114.8万,11315元,内环内,番禺路511弄(长宁新华路)地图,sh4787553举报假一赔百细则,1室1厅1卫,暂无数据,39.98平,暂无数据,低区/6层,简装,南,1980-10-01,满五,折现,住宅 - 公寓,80611元/平,1980年,住宅 - 公寓,4栋,95户,上海新华物业有限公司、新华物业,暂无信息,2套在售二手房1套在租房源,
690,浦东,285,99.8万,9832元,内中环,上南十村(浦东世博)地图,sh4787287举报假一赔百细则,1室1厅1卫,暂无数据,44.89平,暂无数据,高区/5层,简装,南,2004-09-08,满五,置换,住宅 - 公寓,60823元/平,1989~1999年,住宅 - 公寓,129栋,2291户,上南物业公司,上南开发集团、上南集团有限公司,29套在售二手房5套在租房源,
691,宝山,340,119万,11729元,经纬观澜弘郡家园（三期）(宝山上大)地图,sh4786687举报假一赔百细则,1室1厅1卫,有(一梯二户),64.0平,暂无数据,低区/14层,毛坯,南北,2010-09-17,满五,折现,住宅 - 公寓,有钥匙，随时,54982元/平,2009年,住宅 - 公寓,51栋,1380户,现代智能物业管理(上海)有限公司,暂无信息,31套在售二手房7套在租房源,
692,杨浦,470,164.5万,16214元,内中环,靖宇东路85弄(杨浦黄兴公园)地图,sh4786604举报假一赔百细则,2室1厅1卫,暂无数据,72.97平,暂无数据,中区/7层,简装,南,暂无数据,满五,折现,住宅 - 公寓,住宅 - 公寓,31栋,533户,上海卫百辛(集团)有限公司、卫百辛物业,上海卫百辛集团、卫百辛集团,11套在售二手房1套在租房源,,,
693,普陀,428,149.8万,14765元,内中环,海鑫公寓(普陀长风)地图,sh4786274举报假一赔百细则,1室2厅1卫,有(二梯八户),69.0平,暂无数据,中区/18层,简装,南,2000-09-08,满五,折现,住宅 - 公寓,住宅 - 公寓,9栋,894户,上海苑鑫物业管理有限公司,苑鑫开发有限公司,16套在售二手房8套在租房源,,,
694,嘉定,1215,425.2万,41914元,外环外,金地格林世界（春晓）(嘉定南翔)地图,sh4786197举报假一赔百细则,5室2厅3卫,暂无数据,242.9平,暂无数据,地上3层,精装,南,暂无数据,满五,其它,住宅 - 别墅,住宅 - 别墅、商业类,316栋,453户,上海金地物业服务有限公司、金地物业,金地集团,8套在售二手房2套在租房源,,,
695,杨浦,310,108.5万,10694元,内环内,张家浜小区(杨浦周家嘴路)地图,sh4785922举报假一赔百细则,2室1厅1卫,暂无数据,50.0平,暂无数据,高区/7层,中装,南北,暂无数据,满五,置换,住宅 - 公寓,1989~1997年,住宅 - 公寓,73栋,1542户,上海延吉物业管理有限公司、上海平凉物业管理有限公司,建城投资开发有限公司,30套在售二手房7套在租房源,,
696,长宁,425,148.8万,14661元,内环内,华秀小区(长宁中山公园)地图,sh4785568举报假一赔百细则,2室1厅1卫,暂无数据,53.16平,暂无数据,中区/6层,简装,南,暂无数据,满五,置换,住宅 - 公寓,77801元/平,1991~1996年,住宅 - 公寓,28栋,915户,安德物业,长宁集团,14套在售二手房5套在租房源,
697,浦东,750,262.5万,25873元,内中环,昌里雅苑(浦东世博)地图,sh4784794举报假一赔百细则,2室2厅1卫,有(一梯二户),99.5平,暂无数据,高区/19层,精装,南,2009-02-18,满五,其它,住宅 - 公寓,75454元/平,2004年,住宅 - 公寓,11栋,265户,上海齐锦物业有限公司,上海市黄浦区住宅建设发展有限公司、中心集团,2套在售二手房1套在租房源,
698,浦东,220,77万,7589元,外环外,东都小区(浦东川沙)地图,sh4784752举报假一赔百细则,2室1厅1卫,暂无数据,49.98平,暂无数据,中区/6层,简装,南,2001-06-23,满五,折现,住宅 - 公寓,41044元/平,1983~1994年,住宅 - 公寓,17栋,305户,上海浦东物业管理公司、上海浦东新区新川物业公司,上海宝通房产经营开发公司,3套在售二手房2套在租房源,
699,闵行,318,111.3万,10970元,中外环,静安新城（三区）(闵行静安新城)地图,sh4784726举报假一赔百细则,2室1厅1卫,有(一梯四户),60.51平,暂无数据,高区/7层,中装,西南,2010-11-24,满五,折现,住宅 - 公寓,住宅 - 公寓,71栋,926户,上海静安新城物业有限公司,上海静安新城置业有限公司、静安置业,7套在售二手房7套在租房源,,,
700,浦东,410,143.5万,14144元,内中环,杨南新村(浦东三林)地图,sh4784691举报假一赔百细则,2室1厅1卫,暂无数据,72.32平,暂无数据,中区/6层,精装,南,暂无数据,满五,折现,住宅 - 公寓,住宅 - 公寓、住宅 - 新里,43栋,702户,上海申新物业管理合作公司,上海达众房地产开发有限公司,3套在售二手房3套在租房源,,,
701,黄浦,598,209.3万,20629元,内环内,打浦大楼(黄浦打浦桥)地图,sh4784548举报假一赔百细则,3室1厅1卫,有(二梯六户),70.89平,暂无数据,低区/16层,精装,南北,2001-08-17,满五,折现,住宅 - 公寓,66292元/平,1978~1996年,住宅 - 公寓,3栋,213户,虹仙物业,上海承德房地产经纪事务所,2套在售二手房0套在租房源,
702,闵行,400,140万,13799元,外环外,贵峰苑(闵行颛桥)地图,sh4784527举报假一赔百细则,2室1厅1卫,暂无数据,87.06平,暂无数据,低区/6层,精装,南北,2006-03-08,满五,折现,住宅 - 公寓,46747元/平,1994~2009年,住宅 - 公寓,237栋,2772户,上海申能物业管理有限公司、上海申能物业管理有限公司、申能物业,上海曹峰置业有限公司,36套在售二手房12套在租房源,
703,杨浦,248,86.8万,8555元,内中环,控江东三村(杨浦黄兴公园)地图,sh4784097举报假一赔百细则,1室1厅1卫,暂无数据,39.0平,暂无数据,低区/6层,中装,南,暂无数据,满五,折现,住宅 - 公寓,65664元/平,1993~2003年,住宅 - 公寓、住宅 - 新里,92栋,2095户,上海延吉物业管理有限公司,老上海黄兴房产开发公司,36套在售二手房3套在租房源,
704,松江,270,94.5万,9314元,外环外,保利西子湾(松江松江大学城)地图,sh4783800举报假一赔百细则,1室1厅1卫,有(二梯四户),59.52平,暂无数据,中区/18层,毛坯,南,暂无数据,满五,置换,住宅 - 公寓,43990元/平,2008~2010年,住宅 - 厂房、住宅 - 公寓、商业类,70栋,3521户,上海保利物业管理、保利物业,上海城乾房地产开发有限公司,49套在售二手房44套在租房源,
705,普陀,270,94.5万,9314元,内中环,南大街22弄(普陀真如)地图,sh4783000举报假一赔百细则,2室0厅1卫,暂无数据,46.03平,暂无数据,中区/6层,简装,南,暂无数据,满五,暂无数据,住宅 - 公寓,57063元/平,1981~1988年,住宅 - 公寓,5栋,114户,真如物业,真如房地产公司,2套在售二手房0套在租房源,
706,闸北,338,118.3万,11660元,内环内,汉中小区(闸北不夜城)地图,sh4782815举报假一赔百细则,1室1厅1卫,有(二梯十户),42.44平,暂无数据,中区/22层,精装,东南,2002-09-01,满五,暂无数据,住宅 - 公寓,77037元/平,1994~1998年,住宅 - 公寓、住宅 - 新里,22栋,1061户,上海升华物业有限公司,上海申江房地产开发经营公司,12套在售二手房9套在租房源,
707,虹口,250,87.5万,8624元,内环内,四达路166弄(虹口鲁迅公园)地图,sh4782620举报假一赔百细则,2室0厅1卫,暂无数据,37.0平,暂无数据,高区/6层,简装,南,暂无数据,满五,置换,住宅 - 公寓,71131元/平,1990年,住宅 - 公寓,2栋,40户,无,暂无信息,2套在售二手房0套在租房源,
708,宝山,208,72.8万,7175元,中外环,通河二村(宝山通河)地图,sh4782450举报假一赔百细则,1室1厅1卫,暂无数据,39.1平,暂无数据,中区/6层,简装,南,2009-12-01,满五,折现,住宅 - 公寓,49448元/平,1988~1996年,住宅 - 公寓,137栋,4222户,通河新村物业、通河物业,上海华谊集团置业有限公司呼玛管理处,54套在售二手房8套在租房源,
709,浦东,269,94.1万,9280元,中外环,东沟二村(浦东金桥)地图,sh4782172举报假一赔百细则,2室1厅1卫,暂无数据,51.78平,暂无数据,低区/6层,简装,南北,暂无数据,满五,折现,住宅 - 公寓,48615元/平,1993年,住宅 - 公寓,30栋,514户,上海浦东新区东沟物业有限公司、上服物业,上海虹桥高尔夫俱乐部有限公司,9套在售二手房1套在租房源,
710,长宁,290,101.5万,10004元,内环内,长虹小区(长宁新华路)地图,sh4781958举报假一赔百细则,1室1厅1卫,暂无数据,37.47平,暂无数据,中区/6层,简装,南,暂无数据,满五,置换,住宅 - 公寓,75492元/平,1937~1994年,住宅 - 公寓、住宅 - 洋房,87栋,1776户,上海新长宁集团新华物业有限公司、新华物业、新华物业,上海新长宁（集团）有限公司、长宁集团,22套在售二手房4套在租房源,
711,闸北,610,213.5万,21043元,内中环,阳城贵都(闸北阳城)地图,sh4781849举报假一赔百细则,2室1厅1卫,有(一梯二户),81.83平,暂无数据,中区/11层,毛坯,南,2009-09-01,满五,置换,住宅 - 公寓,71447元/平,2008~2010年,住宅 - 公寓,62栋,1326户,大华集团上海物业管理有限公司、大华物业,上海阳城房地产有限公司、上海阳城花园房地产有限公司,27套在售二手房7套在租房源,
712,嘉定,339,118.6万,11695元,外环外,新城悠活城(嘉定菊园新区)地图,sh4781644举报假一赔百细则,3室2厅1卫,有(二梯四户),95.2平,暂无数据,中区/18层,精装,暂无数据,2011-09-01,满五,折现,住宅 - 公寓,37116元/平,2011~2013年,住宅 - 公寓、住宅 - 写字楼,24栋,1625户,上海新城物业有限公司、江苏新城物业服务有限公司上海分公司、新城物业,上海新城万嘉房地产有限公司、新城房产有限公司,37套在售二手房12套在租房源,
713,嘉定,510,178.5万,17594元,外环外,大宅风范城(嘉定江桥)地图,sh4781578举报假一赔百细则,3室2厅2卫,有(一梯二户),120.0平,暂无数据,低区/13层,精装,南北,暂无数据,满五,置换,住宅 - 公寓,46824元/平,2007~2011年,住宅 - 公寓,120栋,3304户,上海邦龙物业管理有限公司,上海大宅房地产发展有限公司,35套在售二手房4套在租房源,
714,杨浦,327,114.4万,11281元,内环内,凤城二村(杨浦控江路)地图,sh4781532举报假一赔百细则,2室0厅1卫,暂无数据,59.34平,暂无数据,低区/5层,简装,南北,暂无数据,满五,暂无数据,住宅 - 公寓,65357元/平,1956~2006年,住宅 - 公寓、住宅 - 写字楼,139栋,3324户,上海四平物业管理有限公司、四平物业,上海申龙集团、上海申龙房地产有限公司,73套在售二手房11套在租房源,
715,浦东,205,71.8万,7072元,内中环,上南六村(浦东世博)地图,sh4780881举报假一赔百细则,1室0厅1卫,暂无数据,28.7平,暂无数据,高区/6层,简装,南,1984-09-06,满五,折现,住宅 - 公寓,62522元/平,1983~2009年,住宅 - 公寓,141栋,2887户,上南物业公司,上南开发集团、上南集团有限公司,19套在售二手房7套在租房源,
716,嘉定,340,119万,11729元,外环外,绿地新江桥城(嘉定江桥)地图,sh4780586举报假一赔百细则,2室2厅1卫,有(二梯四户),77.0平,暂无数据,高区/15层,简装,南,2012-04-02,满五,折现,住宅 - 公寓,43783元/平,2011~2012年,住宅 - 公寓,113栋,6133户,上海绿地物业服务有限公司、上海永绿置业有限公司,绿城集团,45套在售二手房3套在租房源,
717,徐汇,430,150.5万,14834元,内中环,凯翔小区(徐汇万体馆)地图,sh4780448举报假一赔百细则,2室1厅1卫,暂无数据,56.49平,暂无数据,低区/6层,简装,南北,暂无数据,满五,置换,住宅 - 公寓,住宅 - 公寓,25栋,1209户,上海申大物业有限公司、申大物业,政府安置房,13套在售二手房4套在租房源,,,
718,普陀,730,255.5万,25183元,内中环,星河世纪城(普陀真如)地图,sh4780307举报假一赔百细则,5室2厅2卫,有(一梯二户),115.82平,暂无数据,低区/13层,中装,南北,2006-06-02,满五,置换,住宅 - 公寓,64783元/平,2005~2009年,住宅 - 公寓,99栋,3052户,上海农工商旺都物业管理有限公司,上海泰尔发房地产开发有限公司,35套在售二手房8套在租房源,
719,闵行,510,178.5万,17594元,中外环,东兰兴城（东兰新村）(闵行古美)地图,sh4780295举报假一赔百细则,2室2厅1卫,暂无数据,91.44平,暂无数据,高区/6层,精装,南,1998-09-28,满五,折现,住宅 - 公寓,56241元/平,1995~1998年,住宅 - 公寓,71栋,900户,暂无信息,暂无信息,19套在售二手房1套在租房源,
720,宝山,415,145.2万,14316元,内中环,文华苑（宝山）(宝山大华)地图,sh4780199举报假一赔百细则,2室1厅1卫,有(一梯四户),75.29平,暂无数据,中区/7层,简装,南北,2001-09-07,满五,置换,住宅 - 公寓,54330元/平,1997~2000年,住宅 - 公寓,276栋,3570户,上海物业管理有限公司、大华物业、上海物业,大华（集团）有限公司,40套在售二手房7套在租房源,
721,黄浦,1130,395.5万,38982元,内环内,新家坡园景苑(黄浦五里桥)地图,sh4780124举报假一赔百细则,3室2厅2卫,有(一梯六户),114.35平,暂无数据,高区/34层,精装,南,2000-05-01,满五,折现,住宅 - 公寓,91162元/平,1999年,住宅 - 公寓,10栋,1009户,上海市陆家嘴物业管理有限公司,DBLAND新加坡发展银行置地集团,15套在售二手房7套在租房源,
722,浦东,510,178.5万,17594元,内中环,东明苑(浦东世博)地图,sh4779997举报假一赔百细则,2室1厅1卫,有(二梯八户),80.82平,暂无数据,中区/24层,简装,西南,2001-06-25,满五,置换,住宅 - 公寓,59446元/平,1995~1998年,住宅 - 公寓,35栋,1223户,上海齐锦物业有限公司,上海经济适用房发展中心、中心集团,9套在售二手房3套在租房源,
723,嘉定,248,86.8万,8555元,外环外,金鹤新城双佳翠庭(嘉定江桥)地图,sh4779473举报假一赔百细则,1室1厅1卫,暂无数据,58.73平,暂无数据,中区/5层,精装,南北,暂无数据,满五,置换,住宅 - 公寓,43636元/平,2007年,住宅 - 公寓,169栋,2704户,上海虹达物业管理有限公司,上海瀛通双佳房地产开发有限公司、上海瀛通集团有限公司,29套在售二手房4套在租房源,
724,宝山,258,90.3万,8900元,中外环,呼玛二村(宝山张庙)地图,sh4779137举报假一赔百细则,2室1厅1卫,暂无数据,54.68平,暂无数据,中区/6层,毛坯,南北,暂无数据,满五,折现,住宅 - 公寓,46051元/平,1988~1995年,住宅 - 公寓,279栋,3879户,景春物业、上海宝山新寓物业管理有限公司、新寓物业,上海通河工贸开发有限公司、通河集团,33套在售二手房10套在租房源,
725,徐汇,300,105万,10349元,内环内,西木小区(徐汇斜土路)地图,sh4779001举报假一赔百细则,1室1厅1卫,暂无数据,37.8平,暂无数据,中区/6层,精装,南,暂无数据,满五,折现,住宅 - 公寓,77388元/平,1952~1986年,住宅 - 公寓、住宅 - 新里,96栋,2231户,上海枫林物业有限公司、枫林物业,市政开发公司,32套在售二手房10套在租房源,
726,闸北,260,91万,8969元,内中环,普善新苑(闸北大宁)地图,sh4778885举报假一赔百细则,1室1厅1卫,有(二梯七户),39.83平,暂无数据,低区/18层,简装,南,暂无数据,满五,暂无数据,住宅 - 公寓,住宅 - 公寓,4栋,571户,上海欣悦物业管理有限公司、上海物业,欣悦房产开发有限公司,9套在售二手房5套在租房源,,,
727,静安,780,273万,26908元,内环内,瀚林世家(静安曹家渡)地图,sh4778302举报假一赔百细则,1室1厅1卫,有(二梯四户),65.15平,暂无数据,高区/29层,毛坯,西南,2009-09-01,满五,暂无数据,住宅 - 公寓,108435元/平,2005~2006年,住宅 - 公寓,14栋,686户,上海巨星物业有限公司、巨星物业,上海静安置业（集团）有限公司,11套在售二手房5套在租房源,
728,闵行,360,126万,12419元,外环外,浦江世博家园八街坊(闵行浦江)地图,sh4778170举报假一赔百细则,2室2厅1卫,暂无数据,75.77平,暂无数据,中区/5层,简装,南北,暂无数据,满五,折现,住宅 - 公寓,46977元/平,2006年,住宅 - 公寓,97栋,1362户,上海闵行陈行物业管理有限公司,上海世博土地控股有限公司,16套在售二手房1套在租房源,
729,虹口,349,122.1万,12040元,中外环,民华小区(虹口江湾镇)地图,sh4778016举报假一赔百细则,2室1厅1卫,暂无数据,64.29平,暂无数据,中区/6层,暂无数据,暂无数据,暂无数据,满五,暂无数据,住宅 - 公寓,53110元/平,1989~1994年,住宅 - 公寓,31栋,608户,上海爱仁物业有限公司,天津投资有限公司,12套在售二手房5套在租房源,
730,嘉定,340,119万,11729元,中外环,金丰新村(嘉定丰庄)地图,sh4777901举报假一赔百细则,2室1厅1卫,暂无数据,71.41平,暂无数据,低区/6层,简装,南北,暂无数据,满五,其它,住宅 - 公寓,49579元/平,1993~1999年,住宅 - 公寓,75栋,1105户,绿地物业,虹民房地产开发有限公司,17套在售二手房0套在租房源,
731,闵行,520,182万,17939元,外环外,好世凤凰城(闵行颛桥)地图,sh4777723举报假一赔百细则,2室2厅1卫,暂无数据,100.53平,暂无数据,低区/5层,简装,南北,暂无数据,满五,暂无数据,住宅 - 公寓,55173元/平,2003~2004年,住宅 - 公寓,166栋,1648户,上海景瑞物业管理有限公司、上海和迅物业管理有限公司,上海好世置业有限公司,19套在售二手房7套在租房源,
732,静安,452,158.2万,15593元,内环内,万春小区(静安曹家渡)地图,sh4777613举报假一赔百细则,1室1厅1卫,暂无数据,33.6平,暂无数据,中区/6层,简装,南,1995-09-01,满五,折现,住宅 - 公寓,121093元/平,1982~1997年,住宅 - 公寓,27栋,546户,锦润物业,上海鸿力房产,19套在售二手房6套在租房源,
