,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
521,虹口,800,280万,27598元,中外环,上地公寓(虹口江湾镇)地图,sh4849754举报假一赔百细则,3室2厅2卫,有(一梯二户),117.4平,暂无数据,中区/15层,精装,南北,2001-12-11,满五,其它,住宅 - 公寓,66569元/平,2001年,住宅 - 公寓,9栋,227户,上海华寰物业有限公司,上海上地置业有限公司,4套在售二手房0套在租房源
522,青浦,315,110.2万,10867元,外环外,旭辉玫瑰湾(青浦盈浦)地图,sh4616922举报假一赔百细则,3室2厅1卫,有(一梯二户),89.36平,暂无数据,低区/14层,精装,南,2015-07-19,满二,置换,住宅 - 公寓,36438元/平,2012年,住宅 - 公寓,70栋,1255户,上海永升物业管理有限公司,上海旭博置业有限公司,23套在售二手房6套在租房源
523,闵行,270,94.5万,9314元,外环外,万科城市花园(闵行七宝)地图,sh4867391举报假一赔百细则,1室1厅1卫,暂无数据,51.0平,暂无数据,高区/6层,简装,南,1995-05-12,满五,折现,住宅 - 公寓,49719元/平,1994~1998年,住宅 - 公寓,306栋,4105户,上海万科物业管理有限公司、万科物业,上海万科房地产有限公司,66套在售二手房19套在租房源
524,虹口,405,141.8万,13971元,中外环,纪念小区(虹口江湾镇)地图,sh4865261举报假一赔百细则,2室1厅1卫,暂无数据,63.77平,暂无数据,中区/6层,精装,南,暂无数据,满五,折现,住宅 - 公寓,60805元/平,1984~1998年,住宅 - 公寓,89栋,1673户,上海广同物业有限公司、港联物业,上海金叠房地产开发有限公司,36套在售二手房9套在租房源
525,闸北,580,203万,20008元,内环内,鸿波大厦(闸北西藏北路)地图,sh4865215举报假一赔百细则,2室1厅1卫,有(二梯六户),87.48平,暂无数据,中区/24层,简装,南,1997-11-07,满五,折现,住宅 - 公寓,61839元/平,1997年,住宅 - 公寓,1栋,144户,自主物业,不夜城集团,4套在售二手房0套在租房源
526,松江,220,77万,7589元,外环外,荣乐四村(松江松江老城)地图,sh4864709举报假一赔百细则,2室1厅1卫,暂无数据,57.62平,暂无数据,低区/6层,简装,暂无数据,暂无数据,满五,折现,住宅 - 公寓,37507元/平,1985~1997年,住宅 - 公寓,58栋,744户,孜城置业,荣乐房地产开发有限公司,6套在售二手房1套在租房源
527,杨浦,520,182万,17939元,中外环,工农四村五街坊(杨浦中原)地图,sh4864232举报假一赔百细则,2室1厅1卫,暂无数据,88.91平,暂无数据,高区/6层,简装,南,暂无数据,满五,置换,住宅 - 公寓,57289元/平,1996~1997年,住宅 - 公寓,24栋,446户,上海星源佳苑物业有限公司、佳苑物业,上海中星（集团）有限公司、中星集团,7套在售二手房2套在租房源
528,浦东,360,126万,12419元,内中环,上南五村(浦东世博)地图,sh4864215举报假一赔百细则,2室1厅1卫,暂无数据,57.38平,暂无数据,高区/6层,简装,南,1987-01-01,满五,折现,住宅 - 公寓,61626元/平,1984~1993年,住宅 - 公寓,96栋,2508户,上海振南物业公司、上南物业公司,上南开发集团、上南集团有限公司,21套在售二手房6套在租房源
529,浦东,620,217万,21388元,中外环,地杰国际城（E欧泊时光）(浦东御桥)地图,sh4864176举报假一赔百细则,2室2厅1卫,有(二梯五户),94.09平,暂无数据,中区/26层,精装,南,2008-01-21,满五,折现,住宅 - 公寓,住宅 - 公寓,20栋,1392户,上实物业,上海地杰置业有限公司,14套在售二手房16套在租房源,,
530,浦东,630,220.5万,21733元,内环内,桃林一小区(浦东源深)地图,sh4863512举报假一赔百细则,2室1厅1卫,暂无数据,60.0平,暂无数据,中区/6层,简装,南,2006-08-08,满五,折现,住宅 - 公寓,90157元/平,1995~1996年,住宅 - 公寓,45栋,615户,上海陆洋物业管理有限公司、上服物业,上海陆洋物业管理有限公司,21套在售二手房13套在租房源
531,黄浦,450,157.5万,15524元,内中环,新华南园大厦(黄浦世博滨江)地图,sh4863286举报假一赔百细则,1室1厅1卫,有(四梯十四户),54.59平,暂无数据,高区/31层,简装,南,暂无数据,满五,折现,住宅 - 公寓,81469元/平,2003~2004年,住宅 - 公寓,3栋,716户,上海强生房地产开发经营公司、上海强生物业公司,上海新华房地产发展公司,16套在售二手房5套在租房源
532,杨浦,450,157.5万,15524元,中外环,长海二村(杨浦中原)地图,sh4863138举报假一赔百细则,2室1厅1卫,暂无数据,72.83平,暂无数据,高区/6层,简装,南,暂无数据,满五,暂无数据,住宅 - 公寓,58619元/平,1994~1998年,住宅 - 公寓,66栋,1020户,上海市阳广物业管理有限公司,上海中元房产有限公司,17套在售二手房3套在租房源
533,静安,1150,402.5万,39672元,内环内,九龙花苑(静安江宁路)地图,sh4703208举报假一赔百细则,3室2厅2卫,有(二梯五户),132.85平,暂无数据,中区/24层,简装,西南,暂无数据,满五,暂无数据,住宅 - 公寓,94754元/平,1997年,住宅 - 公寓,1栋,116户,上海锦友物业管理有限公司,上海市福胜房地产有限公司,2套在售二手房1套在租房源
534,浦东,1280,448万,44156元,内环内,江临天下(浦东陆家嘴)地图,sh4539535举报假一赔百细则,3室2厅2卫,有(二梯四户),135.43平,暂无数据,中区/35层,精装,东南,2013-03-01,满二,折现,住宅 - 公寓,89448元/平,2002~2003年,住宅 - 公寓,12栋,940户,上海东湖物业管理有限公司、上海东湖物业管理公司、东湖物业,上海浦东新区新翔房地产开发有限公司、新翔房地产有限公司,21套在售二手房31套在租房源
535,杨浦,540,189万,18629元,内环内,海杨公寓(杨浦东外滩)地图,sh4538153举报假一赔百细则,2室1厅1卫,暂无数据,66.92平,暂无数据,低区/7层,精装,南北,2015-01-22,满二,折现,住宅 - 公寓,73705元/平,1999~2002年,住宅 - 公寓,35栋,817户,上海海运物业管理公司,上海齐杨房地产开发有限公司,16套在售二手房3套在租房源
536,长宁,465,162.8万,16041元,内环内,新华别墅(长宁新华路)地图,sh4511854举报假一赔百细则,2室1厅1卫,暂无数据,51.91平,暂无数据,中区/5层,豪装,南,2015-11-09,满二,置换,住宅 - 洋房,83857元/平,1937~1999年,住宅 - 公寓、住宅 - 写字楼、住宅 - 新里、住宅 - 洋房,41栋,202户,上海新华物业有限公司、新华物业,上海绿新房地产开发有限公司,2套在售二手房1套在租房源
537,徐汇,1850,647.5万,63820元,内中环,百汇园(徐汇徐汇滨江)地图,sh4463492举报假一赔百细则,3室2厅2卫,有(二梯三户),180.66平,暂无数据,低区/33层,精装,南北,2014-11-14,满二,置换,住宅 - 公寓,111334元/平,2008~2016年,住宅 - 公寓、住宅 - 写字楼,21栋,1487户,上海中星集团申城物业有限公司、申城物业,上海百汇房地产开发有限公司、百汇置业有限公司,12套在售二手房32套在租房源
538,长宁,2300,805万,79344元,内中环,古北瑞仕花园(长宁古北)地图,sh4418277举报假一赔百细则,4室2厅3卫,有(二梯二户),229.61平,暂无数据,低区/33层,暂无数据,暂无数据,2013-12-25,满二,其它,住宅 - 公寓,108840元/平,2006年,住宅 - 公寓,15栋,586户,上海新古北物业管理有限公司、古北物业,上海城建置业发展有限公司,12套在售二手房14套在租房源
539,黄浦,2650,927.5万,91418元,内环内,翠湖天地御苑(黄浦新天地)地图,sh4267155举报假一赔百细则,3室2厅2卫,有(三梯四户),193.56平,暂无数据,低区/31层,精装,南北,2015-01-06,满二,置换,住宅 - 公寓,160650元/平,2006年,住宅 - 公寓,17栋,645户,新昌瑞安物业管理(上海)有限公司、瑞安物业、新昌物业,上海瑞安房地产发展有限公司、瑞安房地产有限公司,32套在售二手房31套在租房源
540,浦东,1250,437.5万,43122元,内中环,金色碧云(浦东碧云)地图,sh4859577举报假一赔百细则,3室2厅2卫,暂无数据,122.54平,暂无数据,中区/6层,精装,南北,2007-04-10,满五,折现,住宅 - 公寓,100098元/平,2004~2005年,住宅 - 公寓,26栋,312户,上海天可华物业管理有限公司,上海天赐实业(集团)有限公司,11套在售二手房7套在租房源
541,普陀,340,119万,11729元,外环外,安居锦竹苑(普陀桃浦)地图,sh4855827举报假一赔百细则,2室1厅1卫,有(二梯四户),77.58平,暂无数据,高区/26层,精装,南,暂无数据,满二,置换,住宅 - 公寓,45844元/平,2013年,住宅 - 公寓,13栋,1298户,上海绿安物业管理发展有限公司、上海安馨物业管理有限公司,上海安真房地产有限公司、康州置业公司,19套在售二手房3套在租房源
542,嘉定,430,150.5万,14834元,外环外,绿地清猗园(嘉定南翔)地图,sh4851329举报假一赔百细则,2室2厅1卫,有(二梯三户),87.84平,暂无数据,中区/20层,简装,南,暂无数据,满二,置换,住宅 - 公寓,49232元/平,2013~2015年,住宅 - 公寓、商业类,36栋,1962户,长城物业,绿城集团,11套在售二手房4套在租房源
543,黄浦,1380,483万,47606元,内中环,融创滨江壹号院(黄浦世博滨江)地图,sh4849548举报假一赔百细则,2室2厅2卫,有(二梯五户),114.47平,暂无数据,低区/36层,豪装,东南,2014-05-01,满二,折现,住宅 - 公寓,住宅 - 公寓、住宅 - 写字楼,11栋,1022户,绿城物业服务集团有限公司,上海新富港房地产发展有限公司,21套在售二手房14套在租房源,,
544,嘉定,340,119万,11729元,外环外,合景叠翠峰苑(嘉定菊园新区)地图,sh4847116举报假一赔百细则,3室2厅1卫,暂无数据,89.38平,暂无数据,高区/18层,精装,南北,2013-08-07,满二,折现,住宅 - 公寓,36449元/平,2012~2014年,住宅 - 公寓,37栋,1808户,合景物业、鸿誉物业,上海泓誉房地产开发有限公司,35套在售二手房9套在租房源
545,浦东,510,178.5万,17594元,外环外,毕加索小镇（一期）（公寓）(浦东唐镇)地图,sh4846770举报假一赔百细则,2室2厅1卫,有(一梯二户),93.09平,暂无数据,中区/8层,精装,南北,2014-01-08,满二,置换,住宅 - 公寓,55188元/平,2010年,住宅 - 公寓,58栋,1183户,自主物业、上海东郊皇庭物业管理有限公司,上海华飞置业有限公司、上海华飞投资集团股份有限公司,40套在售二手房25套在租房源
546,静安,760,266万,26218元,内环内,曼克顿豪庭(静安江宁路)地图,sh4846619举报假一赔百细则,1室2厅1卫,有(二梯三户),61.93平,暂无数据,低区/32层,精装,南,2014-10-02,满二,折现,住宅 - 公寓,109606元/平,2002年,住宅 - 公寓、住宅 - 写字楼,4栋,256户,宏腾物业服务(上海)有限公司、宏腾物业,凯德置业、新加坡凯德置地,8套在售二手房10套在租房源
547,浦东,328,114.8万,11315元,内环内,玉兰路71弄(浦东花木)地图,sh4844824举报假一赔百细则,1室1厅1卫,暂无数据,38.94平,暂无数据,高区/6层,简装,南,2013-06-20,满二,置换,住宅 - 公寓,1992~1995年,住宅 - 公寓,3栋,48户,上海建工物业有限公司、建工物业,花木房产,1套在售二手房1套在租房源,
548,松江,320,112万,11039元,外环外,新凯家园(松江泗泾)地图,sh4843595举报假一赔百细则,3室2厅1卫,暂无数据,93.64平,暂无数据,低区/5层,简装,南北,2014-07-21,满二,其它,住宅 - 公寓,37028元/平,2006~2015年,住宅 - 公寓、住宅 - 写字楼,478栋,7422户,彩生活物业,上海新凯房地产开发有限公司,84套在售二手房17套在租房源
549,浦东,300,105万,10349元,内环内,新领地(浦东花木)地图,sh4841848举报假一赔百细则,1室1厅1卫,有(三梯十四户),62.28平,暂无数据,高区/29层,精装,北,2014-02-24,满二,折现,住宅 - 公寓,53825元/平,2002年,住宅 - 公寓,2栋,655户,上海颐人物业管理有限公司,上海飞乐房地产开发经营公司,25套在售二手房15套在租房源
550,普陀,590,206.5万,20353元,中外环,金沙嘉年华(普陀长征)地图,sh4835699举报假一赔百细则,2室2厅1卫,暂无数据,92.0平,暂无数据,中区/6层,精装,南北,2013-05-11,满二,置换,住宅 - 公寓,61793元/平,2004年,住宅 - 公寓,95栋,1470户,亚实物业,上海亚美房地产开发有限公司,20套在售二手房2套在租房源
551,浦东,310,108.5万,10694元,内环内,巨西小区(浦东洋泾)地图,sh4834027举报假一赔百细则,1室1厅1卫,暂无数据,35.95平,暂无数据,高区/6层,简装,南,暂无数据,满二,置换,住宅 - 公寓,住宅 - 公寓,19栋,456户,建工物业、上海建工物业有限公司,上海建工房产有限公司,6套在售二手房2套在租房源,,
552,浦东,730,255.5万,25183元,内中环,张江汤臣豪园三期(浦东张江)地图,sh4832896举报假一赔百细则,2室2厅1卫,有(一梯二户),89.25平,暂无数据,低区/12层,精装,南,2013-01-10,满二,置换,住宅 - 公寓,85817元/平,2010~2011年,住宅 - 公寓,60栋,1531户,上海东湖物业管理公司、东湖物业,上海汤臣集团有限公司,14套在售二手房7套在租房源
553,松江,258,90.3万,8900元,外环外,新凯城丹桂苑(松江泗泾)地图,sh4832158举报假一赔百细则,2室1厅1卫,有(一梯四户),66.31平,暂无数据,中区/11层,毛坯,南北,暂无数据,满二,置换,住宅 - 公寓,38527元/平,2011年,住宅 - 公寓,18栋,778户,彩生活物业,上海新凯房地产开发有限公司,9套在售二手房3套在租房源
554,浦东,215,75.2万,7417元,内中环,昌七小区(浦东世博)地图,sh4828810举报假一赔百细则,1室1厅1卫,暂无数据,37.76平,暂无数据,中区/6层,简装,南,2015-01-28,满二,其它,住宅 - 公寓,住宅 - 公寓,195栋,2955户,上海三凌物业管理公司,上南众开开发集团、众开集团,39套在售二手房15套在租房源,,
555,宝山,255,89.2万,8797元,中外环,葑润华庭(宝山上大)地图,sh4827864举报假一赔百细则,1室1厅1卫,暂无数据,46.1平,暂无数据,低区/6层,简装,南北,2014-11-10,满二,置换,住宅 - 公寓,住宅 - 公寓,122栋,1559户,上海华葑房地产开发有限公司、上房物业,上海华葑房地产开发有限公司,15套在售二手房8套在租房源,,
556,浦东,265,92.8万,9142元,内中环,上南十村(浦东世博)地图,sh4827140举报假一赔百细则,1室1厅1卫,暂无数据,42.85平,暂无数据,高区/6层,精装,南,暂无数据,满二,折现,住宅 - 公寓,60823元/平,1989~1999年,住宅 - 公寓,129栋,2291户,上南物业公司,上南开发集团、上南集团有限公司,29套在售二手房5套在租房源
557,徐汇,605,211.8万,20871元,内环内,衡山路696弄(徐汇徐家汇)地图,sh4826340举报假一赔百细则,1室1厅1卫,暂无数据,49.19平,暂无数据,低区/4层,暂无数据,暂无数据,2015-10-01,满二,置换,住宅 - 公寓,108284元/平,1949~1979年,住宅 - 公寓,8栋,73户,天平置业、天平物业,上海徐房集团有限公司,4套在售二手房3套在租房源
558,浦东,345,120.7万,11902元,内中环,临沂八村(浦东南码头)地图,sh4825903举报假一赔百细则,3室1厅1卫,暂无数据,51.7平,暂无数据,高区/6层,精装,南北,暂无数据,满二,暂无数据,住宅 - 公寓,61328元/平,1988~1995年,住宅 - 公寓,84栋,2016户,上海振南物业有限公司、振南物业,上海港口机械厂开发有限公司,12套在售二手房9套在租房源
559,普陀,1100,385万,37947元,内环内,绿地世纪城（一期）(普陀武宁)地图,sh4825433举报假一赔百细则,3室2厅2卫,有(一梯二户),138.28平,暂无数据,低区/15层,毛坯,南北,2015-07-15,满二,折现,住宅 - 公寓,86772元/平,2002~2003年,住宅 - 公寓、商业类、住宅 - 新里,41栋,1684户,上海科瑞物业管理发展有限公司、科瑞物业,绿城集团,7套在售二手房4套在租房源
560,闵行,470,164.5万,16214元,中外环,静安新城（十二区）(闵行静安新城)地图,sh4825378举报假一赔百细则,2室1厅1卫,暂无数据,75.36平,暂无数据,低区/6层,精装,南,2014-06-03,满二,折现,住宅 - 公寓,55074元/平,1999~2002年,住宅 - 公寓,57栋,678户,静安物业,静安置业,7套在售二手房5套在租房源
561,长宁,420,147万,14489元,内中环,大华公寓（长宁）(长宁中山公园)地图,sh4825035举报假一赔百细则,2室1厅1卫,有(二梯十一户),59.68平,暂无数据,中区/9层,简装,东,2015-06-04,满二,折现,住宅 - 公寓,70593元/平,1978~1988年,住宅 - 公寓,3栋,219户,长宁物业,长宁集团,2套在售二手房2套在租房源
562,普陀,380,133万,13109元,中外环,荣和怡景园(普陀桃浦)地图,sh4823338举报假一赔百细则,2室1厅1卫,有(二梯四户),65.23平,暂无数据,低区/35层,毛坯,南,2014-09-02,满二,其它,住宅 - 公寓,55880元/平,2011~2013年,住宅 - 公寓,16栋,2679户,和记物业服务(上海)有限公司,上海荣惠职业有限公司,7套在售二手房7套在租房源
563,杨浦,510,178.5万,17594元,内中环,水月坊(杨浦周家嘴路)地图,sh4823105举报假一赔百细则,2室1厅1卫,有(三梯十户),69.5平,暂无数据,中区/35层,精装,西北,暂无数据,满二,暂无数据,住宅 - 公寓,72433元/平,2011年,住宅 - 公寓,3栋,772户,上海物业、无,上海旅游高等专科学校,8套在售二手房2套在租房源
564,宝山,465,162.8万,16041元,外环外,远洋香奈(宝山杨行)地图,sh4822519举报假一赔百细则,3室2厅1卫,有(二梯三户),108.04平,暂无数据,低区/18层,简装,南北,2014-10-01,满二,置换,住宅 - 公寓,45874元/平,2014~2016年,住宅 - 公寓,54栋,2674户,上海中远物业管理发展有限公司、酒店物业,上海远正置业有限公司,31套在售二手房9套在租房源
565,闸北,210,73.5万,7244元,内中环,唐家沙小区(闸北闸北公园)地图,sh4820264举报假一赔百细则,1室0厅1卫,暂无数据,30.95平,暂无数据,高区/6层,精装,南,暂无数据,满二,置换,住宅 - 公寓,67029元/平,1980~1985年,住宅 - 公寓、住宅 - 新里,52栋,1146户,洛川路物业公司,健将房地产公司,9套在售二手房2套在租房源
566,杨浦,198,69.3万,6830元,内中环,控江六村(杨浦黄兴公园)地图,sh4819860举报假一赔百细则,1室0厅1卫,暂无数据,21.0平,暂无数据,中区/5层,简装,北,暂无数据,满二,折现,住宅 - 公寓,79596元/平,1966~1981年,住宅 - 公寓,28栋,825户,延吉物业,上海上房置业中心有限公司,3套在售二手房5套在租房源
567,徐汇,300,105万,10349元,内中环,东安五村(徐汇龙华)地图,sh4819522举报假一赔百细则,1室0厅1卫,暂无数据,35.0平,暂无数据,高区/6层,精装,南,2014-10-01,满二,折现,住宅 - 公寓,80119元/平,1982~1989年,住宅 - 公寓,38栋,753户,上海枫林物业管理公司、枫林物业,上海徐汇房产经营有限公司,6套在售二手房0套在租房源
568,普陀,195,68.2万,6727元,内中环,岚皋西路45弄(普陀真如)地图,sh4818586举报假一赔百细则,1室0厅1卫,暂无数据,32.34平,暂无数据,低区/6层,简装,南,2014-10-01,满二,暂无数据,住宅 - 公寓,住宅 - 公寓,14栋,310户,力帆物业,上海中友房产开发有限公司、上海中友房地产开发有限公司,1套在售二手房1套在租房源,,
569,长宁,218,76.3万,7520元,内环内,安化路323号(长宁中山公园)地图,sh4814455举报假一赔百细则,1室1厅1卫,暂无数据,32.0平,暂无数据,低区/6层,毛坯,北,暂无数据,满二,折现,住宅 - 公寓,74085元/平,1986年,住宅 - 公寓,1栋,18户,锦润物业,长宁集团,2套在售二手房1套在租房源
570,嘉定,290,101.5万,10004元,外环外,大宅风范城(嘉定江桥)地图,sh4814182举报假一赔百细则,1室1厅1卫,暂无数据,57.55平,暂无数据,中区/6层,精装,南北,暂无数据,满二,置换,住宅 - 公寓,46824元/平,2007~2011年,住宅 - 公寓,120栋,3304户,上海邦龙物业管理有限公司,上海大宅房地产发展有限公司,35套在售二手房4套在租房源
571,闵行,310,108.5万,10694元,中外环,新梅花苑(闵行古美)地图,sh4813728举报假一赔百细则,2室1厅1卫,暂无数据,58.87平,暂无数据,高区/6层,简装,南,2014-11-01,满二,置换,住宅 - 公寓,47982元/平,1995~1997年,住宅 - 公寓,87栋,2121户,上海兴盛物业有限公司、兴盛物业,上海兴盛实业发展（集团）有限公司,39套在售二手房13套在租房源
572,黄浦,620,217万,21388元,内环内,西凌新邨(黄浦蓬莱公园)地图,sh4813038举报假一赔百细则,2室1厅1卫,有(三梯八户),79.33平,暂无数据,高区/30层,精装,东南,2013-09-09,满二,折现,住宅 - 公寓,81495元/平,1967~2004年,住宅 - 公寓、住宅 - 新里,102栋,5130户,上海锦南物业经营有限公司,上实房地产,40套在售二手房20套在租房源
573,徐汇,410,143.5万,14144元,内环内,王家堂小区(徐汇徐家汇)地图,sh4811285举报假一赔百细则,2室0厅1卫,暂无数据,44.2平,暂无数据,高区/6层,精装,南北,暂无数据,满二,置换,住宅 - 公寓,92586元/平,1983~1996年,住宅 - 公寓、住宅 - 写字楼、住宅 - 新里,31栋,640户,上海高建物业有限公司,集资开发,9套在售二手房10套在租房源
574,嘉定,499,174.6万,17214元,外环外,绿地清猗园(嘉定南翔)地图,sh4810864举报假一赔百细则,3室2厅1卫,有(二梯三户),99.75平,暂无数据,高区/16层,精装,南北,2015-06-07,满二,折现,住宅 - 公寓,49232元/平,2013~2015年,住宅 - 公寓、商业类,36栋,1962户,长城物业,绿城集团,11套在售二手房4套在租房源
575,长宁,1000,350万,34497元,内环内,尚泰里(长宁镇宁路)地图,sh4809860举报假一赔百细则,2室2厅1卫,暂无数据,92.43平,暂无数据,低区/28层,暂无数据,暂无数据,暂无数据,满二,暂无数据,住宅 - 公寓,106386元/平,1997年,住宅 - 公寓,1栋,200户,仲量联行、上海美佳物业管理有限公司,香港沿海物业集团上海凌志置业有限公司,3套在售二手房3套在租房源
576,长宁,1550,542.5万,53471元,内中环,新天地河滨花园(长宁天山)地图,sh4808778举报假一赔百细则,3室2厅2卫,有(二梯三户),144.33平,暂无数据,中区/34层,毛坯,南北,2013-07-25,满二,折现,住宅 - 公寓,104370元/平,2011年,住宅 - 公寓,15栋,1025户,上海古北物业管理有限公司、古北物业,上海新天地置业发展有限公司,10套在售二手房27套在租房源
577,杨浦,323,113万,11143元,内中环,国年路25弄(杨浦五角场)地图,sh4807705举报假一赔百细则,2室0厅1卫,暂无数据,50.59平,暂无数据,高区/6层,简装,南北,暂无数据,满二,暂无数据,住宅 - 公寓,67342元/平,1986年,住宅 - 公寓,11栋,265户,上海五角场物业管理有限公司,暂无信息,3套在售二手房0套在租房源
578,长宁,398,139.3万,13730元,内环内,安东小区(长宁新华路)地图,sh4807242举报假一赔百细则,2室1厅1卫,暂无数据,61.57平,暂无数据,高区/6层,精装,南北,2015-03-06,满二,折现,住宅 - 公寓,72199元/平,1980~1995年,住宅 - 公寓,52栋,1305户,安东物业公司,上海长宁建设项目管理有限公司、长宁集团,21套在售二手房5套在租房源
579,松江,399,139.6万,13764元,外环外,米兰诺贵都(松江泗泾)地图,sh4806563举报假一赔百细则,2室2厅1卫,有(二梯三户),90.84平,暂无数据,中区/19层,暂无数据,暂无数据,暂无数据,满二,暂无数据,住宅 - 公寓,43962元/平,2013~2014年,住宅 - 公寓,46栋,1371户,上海米兰物业公司,上海米兰置业发展有限公司,41套在售二手房14套在租房源
580,浦东,550,192.5万,18973元,中外环,绿洲康城亲水湾（中央区）(浦东御桥)地图,sh4806481举报假一赔百细则,2室2厅1卫,有(二梯四户),106.22平,暂无数据,中区/22层,精装,南,2013-07-23,满二,置换,住宅 - 公寓,住宅 - 公寓,64栋,3683户,上海中远物业管理发展有限公司,上海振龙房地产开发有限公司,46套在售二手房16套在租房源,,
581,浦东,320,112万,11039元,外环外,绿波城(浦东唐镇)地图,sh4806186举报假一赔百细则,1室1厅1卫,暂无数据,59.07平,暂无数据,高区/6层,精装,南北,暂无数据,满二,置换,住宅 - 公寓,2006年,住宅 - 公寓、住宅 - 写字楼,148栋,1887户,自主物业,上海鉴诚韵置业有限公司,22套在售二手房4套在租房源,
582,闵行,205,71.8万,7072元,外环外,凤庆小区(闵行老闵行)地图,sh4806142举报假一赔百细则,2室1厅1卫,暂无数据,51.18平,暂无数据,低区/5层,精装,南北,2015-03-23,满二,置换,住宅 - 公寓,35923元/平,1987~2001年,住宅 - 公寓,151栋,2196户,上海闵碧物业管理有限公司、自主物业,上海闵碧物业管理有限公司,42套在售二手房21套在租房源
583,浦东,310,108.5万,10694元,内环内,潍坊三村(浦东潍坊)地图,sh4806105举报假一赔百细则,1室1厅1卫,暂无数据,44.77平,暂无数据,中区/5层,精装,南,2015-07-16,满二,置换,住宅 - 公寓,74709元/平,1976~1994年,住宅 - 公寓、住宅 - 新里,69栋,1336户,上海浦东新区潍坊物业公司、潍坊物业,上海建工房产有限公司,24套在售二手房12套在租房源
584,浦东,410,143.5万,14144元,内环内,潍坊路150号(浦东潍坊)地图,sh4804721举报假一赔百细则,1室1厅1卫,暂无数据,37.88平,暂无数据,高区/6层,简装,南北,2014-07-14,满二,折现,住宅 - 公寓,108236元/平,1985年,住宅 - 公寓,1栋,24户,暂无信息,暂无信息,1套在售二手房0套在租房源
585,宝山,450,157.5万,15524元,外环外,顺驰美兰湖(宝山罗店)地图,sh4804435举报假一赔百细则,3室2厅2卫,暂无数据,114.67平,暂无数据,中区/5层,精装,南,暂无数据,满二,折现,住宅 - 公寓,38499元/平,2007~2011年,住宅 - 公寓,89栋,880户,上海顺驰方城置业物业公司,上海顺驰投资有限公司、上海顺驰投资有限公司,28套在售二手房7套在租房源
586,徐汇,908,317.8万,31323元,内环内,华狮国际公寓(徐汇徐家汇)地图,sh4803366举报假一赔百细则,2室2厅2卫,有(二梯九户),120.0平,暂无数据,低区/19层,精装,南北,2015-06-10,满二,置换,住宅 - 公寓,住宅 - 公寓,1栋,140户,上海金晨物业经营管理有限公司、金晨物业,上海华狮置业有限公司,8套在售二手房8套在租房源,,
587,杨浦,220,77万,7589元,内环内,控江路1455弄(杨浦周家嘴路)地图,sh4802243举报假一赔百细则,1室0厅1卫,暂无数据,35.14平,暂无数据,低区/6层,简装,南,2013-12-18,满二,折现,住宅 - 公寓,64554元/平,1980~2003年,住宅 - 公寓、住宅 - 写字楼,10栋,271户,上海四平物业管理经营公司、四平物业,鞍山集团开发,7套在售二手房2套在租房源
588,浦东,260,91万,8969元,内环内,新领地(浦东花木)地图,sh4801948举报假一赔百细则,1室1厅1卫,有(三梯十二户),50.0平,暂无数据,高区/29层,精装,西南,2015-11-05,满二,置换,住宅 - 公寓,53825元/平,2002年,住宅 - 公寓,2栋,655户,上海颐人物业管理有限公司,上海飞乐房地产开发经营公司,25套在售二手房15套在租房源
589,杨浦,250,87.5万,8624元,中外环,长海一村(杨浦中原)地图,sh4801521举报假一赔百细则,1室1厅1卫,暂无数据,41.61平,暂无数据,中区/6层,简装,南,暂无数据,满二,折现,住宅 - 公寓,58045元/平,1994~1995年,住宅 - 公寓,59栋,1059户,长海物业,上海长海房地产发展有限公司,27套在售二手房1套在租房源
590,普陀,175,61.2万,6037元,外环外,桃浦六村樱花苑(普陀桃浦)地图,sh4801252举报假一赔百细则,1室1厅1卫,暂无数据,39.74平,暂无数据,低区/6层,简装,南,暂无数据,满二,暂无数据,住宅 - 公寓,45013元/平,1995年,住宅 - 公寓,41栋,950户,上海绿春物业管理有限公司,普陀建筑、西部房产,11套在售二手房4套在租房源
591,闸北,196,68.6万,6761元,中外环,闸北场中公寓(闸北永和)地图,sh4800617举报假一赔百细则,1室1厅1卫,暂无数据,36.18平,暂无数据,低区/6层,简装,南,暂无数据,满二,折现,住宅 - 公寓,55528元/平,1995~2000年,住宅 - 公寓,40栋,828户,上海亮东物业管理有限公司、上海彭浦物业管理公司,上海实林房地产开发有限公司彭浦分公司,7套在售二手房2套在租房源
592,嘉定,345,120.7万,11902元,外环外,新城金郡(嘉定嘉定新城)地图,sh4799183举报假一赔百细则,2室2厅1卫,有(一梯三户),88.07平,暂无数据,中区/11层,简装,南北,暂无数据,满二,折现,住宅 - 公寓,40604元/平,2010~2013年,住宅 - 公寓、商业类、商业类、住宅 - 写字楼,119栋,4369户,江苏新城物业服务有限公司上海分公司、新城物业,上海新城创佳置业有限公司,68套在售二手房18套在租房源
593,杨浦,270,94.5万,9314元,中外环,民星路408弄(杨浦中原)地图,sh4798854举报假一赔百细则,2室1厅1卫,暂无数据,48.8平,暂无数据,低区/6层,简装,南,暂无数据,满二,置换,住宅 - 公寓,55375元/平,1987年,住宅 - 公寓,18栋,349户,上海物业,上海中元房产有限公司,6套在售二手房1套在租房源
